1,number_of_matches,average,sum,reads_ratio,all_sum,all_ratio,product
NC_022442_495034_496588,5145.0,45.44136827857758,369302.0,0.25098785306600324,21670610296.339165,0.9474744749263888,3076.2610499116004
NC_017673_449361_451191,1718.0,43.66605922551253,95847.0,0.08380896629103858,602609768.0013796,0.02634708324846174,987.0827598609278
NC_014976_2221825_2223383,1058.0,45.36363636363637,50898.0,0.05161227376945217,126080301.24364384,0.005512436686638331,631.5095693779905
NC_021040_348381_351031,562.0,38.68771929824561,22052.0,0.027415971510805406,13145014.443509527,0.0005747215001078187,286.0855032317636
NC_021009_505857_508732,547.0,38.728222996515676,22230.0,0.02668422849895117,12566345.909633052,0.0005494211667164856,278.74128919860624
NC_017139_69712_71266,448.0,45.199124726477024,20656.0,0.021854724620713206,9141124.044428917,0.000399664872645298,266.4369457560751
NC_012969_74944_76476,419.0,45.23310023310023,19405.0,0.02044002146446168,7517360.410556725,0.0003286712746169344,249.3772236535394
NC_008782_1248578_1250099,180.0,45.20388349514563,9312.0,0.008780916142250841,665320.7202624613,2.9088908501797575e-05,107.06182933060806
NC_010407_1297189_1298706,164.0,44.92168674698795,7457.0,0.008000390262939656,439516.53554184537,1.921638075898229e-05,96.93627140139505
NC_016946_1637981_1639504,158.0,45.60493827160494,7388.0,0.007707693058197961,410317.7054755456,1.793976022051016e-05,94.81026640675762
NC_017347_522050_523611,184.0,38.494565217391305,7083.0,0.008976047612078639,450318.3363090883,1.9688653130191507e-05,93.19736842105263
NC_015136_1255249_1256769,150.0,45.11585365853659,7399.0,0.0073174301185423675,366397.1182710876,1.601948041616001e-05,89.04444801026958
NC_012695_1300726_1302253,146.0,45.43975903614458,7543.0,0.007122298648714572,356412.6940320921,1.5582945081717554e-05,87.2921686746988
NC_021252_1243922_1245382,118.0,45.208333333333336,5425.0,0.005756378359919996,166590.2493211051,7.283597778048472e-06,70.19188596491229
NC_014655_2377874_2379362,110.0,44.902654867256636,5074.0,0.005366115420264403,134485.4118072671,5.879921847834392e-06,64.99068467629249
NC_018019_602666_604173,102.0,45.398058252427184,4676.0,0.00497585248060881,107740.6145334108,4.710595631011581e-06,60.928972917731215
NC_009613_509664_511163,103.0,44.877049180327866,5475.0,0.005024635348065759,127159.90369182342,5.559638668895887e-06,60.82021138912856
DQ673319,104.0,43.50476190476191,4568.0,0.005073418215522709,104856.87115236749,4.584513660618803e-06,59.5328320802005
