1,number_of_matches,average,sum,reads_ratio,all_sum,all_ratio,product
KP893281.1_Aspergillus_flavus_18S_ribosomal_RNA_gene,64.0,44.973214285714285,5037.0,0.012789768185451638,185425.10174717367,7.211831547212396e-05,37.87218045112782
JN942865.1,49.0,45.517857142857146,2549.0,0.00979216626698641,55670.6770333733,2.1652275830021152e-05,29.34703947368421
FJ867935.1_Aspergillus_fumigatus_strain_LCF20_18S_ribosomal_RNA_gene,51.0,43.37096774193548,2689.0,0.010191846522781775,60619.586011835694,2.3577079837615653e-05,29.104202037351435
AM883156.1_Aspergillus_versicolor_18S_rRNA_gene,42.0,43.791666666666664,2102.0,0.008393285371702638,32449.30995203837,1.2620672982909688e-05,24.200657894736842
EU034726.1_Candida_tropicalis_strain_W103_18S_ribosomal_RNA_gene,37.0,41.891891891891895,1550.0,0.007394084732214229,17764.288569144686,6.909153912258535e-06,20.394736842105264
NC_021040_348381_351031,36.0,39.26315789473684,1492.0,0.007194244604316547,15171.962135554713,5.900907381541896e-06,18.598337950138504
KF155205.1_Fonsecaea_pedrosoi_strain_CBS_271.37_18S_ribosomal_RNA_gene_partial_sequence,30.0,44.39393939393939,1465.0,0.005995203836930456,11697.323959014606,4.549498916312217e-06,17.523923444976074
NC_016946_1637981_1639504,28.0,45.535714285714285,1275.0,0.005595523581135092,9096.223021582735,3.5378396737770664e-06,16.776315789473685
NC_015136_1255249_1256769,26.0,45.51851851851852,1229.0,0.005195843325339729,7557.347573792819,2.93931712224388e-06,15.572124756335283
NC_009664_2411132_2412643,25.0,44.48,1112.0,0.004996003197442046,6177.777777777777,2.402754117411429e-06,14.63157894736842
DQ673319,25.0,43.68,1092.0,0.004996003197442046,5957.553956834532,2.3171013614274153e-06,14.368421052631579
GU733362.1_Microsporum_audouinii_strain_CBS_109478_18S_ribosomal_RNA_gene,24.0,45.28,1132.0,0.004796163069544364,5900.081726618705,2.2947483984761374e-06,14.298947368421052
NC_018019_602666_604173,23.0,44.916666666666664,1078.0,0.004596322941646682,5118.758626432187,1.990864483655699e-06,13.593201754385964
DQ780934.1_Cladosporium_psychrotolerans_strain_EXF_326_18S_ribosomal_RNA_gene_partial_sequence,23.0,44.56521739130435,1025.0,0.004596322941646682,4829.011790567546,1.8781717925419167e-06,13.486842105263158
NC_021252_1243922_1245382,22.0,44.54545454545455,980.0,0.004396482813749001,4222.38209432454,1.6422322601043746e-06,12.894736842105262
NC_010407_1297189_1298706,21.0,45.36363636363637,998.0,0.004196642685851319,3989.878678875082,1.5518035397977082e-06,12.534688995215312
NC_014552_622212_623712,20.0,45.541666666666664,1093.0,0.003996802557953637,3978.980149213962,1.547564719956829e-06,11.984649122807015
NC_013510_898387_899905,19.0,44.73684210526316,850.0,0.0037969624300559553,2743.3053557154276,1.0669675206629247e-06,11.18421052631579
NC_012969_74944_76476,18.0,45.05555555555556,811.0,0.0035971223021582736,2365.9028776978416,9.20182480702452e-07,10.671052631578947
JN942702.1,17.0,45.77777777777778,824.0,0.0033972821742605914,2178.524558131273,8.473044904206199e-07,10.239766081871345
NC_015588_1472358_1473867,17.0,45.44444444444444,818.0,0.0033972821742605914,2146.913979927169,8.350100295860335e-07,10.165204678362572
NC_015635_1855233_1856755,17.0,45.05882352941177,766.0,0.0033972821742605914,1993.3756994404475,7.752936155468669e-07,10.078947368421051
